Date,Close,Close_1,Close_2,Close_3,Close_4,Close_5,Close_6,Close_7,Close_8,Close_9,Close_10,Close_11,Close_12,Close_13,Close_14,Close_15,Close_16,Close_17,Close_18,Close_19,Close_20,Close_21,Close_22,Close_23,Close_24,Close_25,Close_26,Close_27,Close_28,Close_29,Close_30
2017-02-05,1027.339966,1042.900024,1029.910034,1011.799988,989.02301,970.403015,920.382019,919.495972,921.590027,919.75,917.585999,901.541992,892.687012,921.012024,924.672974,921.789001,895.026001,899.072998,886.617981,907.937988,831.533997,821.797974,818.411987,823.984009,804.833984,777.757019,907.679016,902.828003,911.198975,908.585022,902.200989
2017-02-06,1038.150024,1027.339966,1042.900024,1029.910034,1011.799988,989.02301,970.403015,920.382019,919.495972,921.590027,919.75,917.585999,901.541992,892.687012,921.012024,924.672974,921.789001,895.026001,899.072998,886.617981,907.937988,831.533997,821.797974,818.411987,823.984009,804.833984,777.757019,907.679016,902.828003,911.198975,908.585022
2017-02-07,1061.349976,1038.150024,1027.339966,1042.900024,1029.910034,1011.799988,989.02301,970.403015,920.382019,919.495972,921.590027,919.75,917.585999,901.541992,892.687012,921.012024,924.672974,921.789001,895.026001,899.072998,886.617981,907.937988,831.533997,821.797974,818.411987,823.984009,804.833984,777.757019,907.679016,902.828003,911.198975
2017-02-08,1063.069946,1061.349976,1038.150024,1027.339966,1042.900024,1029.910034,1011.799988,989.02301,970.403015,920.382019,919.495972,921.590027,919.75,917.585999,901.541992,892.687012,921.012024,924.672974,921.789001,895.026001,899.072998,886.617981,907.937988,831.533997,821.797974,818.411987,823.984009,804.833984,777.757019,907.679016,902.828003
2017-02-09,994.382996,1063.069946,1061.349976,1038.150024,1027.339966,1042.900024,1029.910034,1011.799988,989.02301,970.403015,920.382019,919.495972,921.590027,919.75,917.585999,901.541992,892.687012,921.012024,924.672974,921.789001,895.026001,899.072998,886.617981,907.937988,831.533997,821.797974,818.411987,823.984009,804.833984,777.757019,907.679016
2017-02-10,988.674011,994.382996,1063.069946,1061.349976,1038.150024,1027.339966,1042.900024,1029.910034,1011.799988,989.02301,970.403015,920.382019,919.495972,921.590027,919.75,917.585999,901.541992,892.687012,921.012024,924.672974,921.789001,895.026001,899.072998,886.617981,907.937988,831.533997,821.797974,818.411987,823.984009,804.833984,777.757019
2017-02-11,1004.450012,988.674011,994.382996,1063.069946,1061.349976,1038.150024,1027.339966,1042.900024,1029.910034,1011.799988,989.02301,970.403015,920.382019,919.495972,921.590027,919.75,917.585999,901.541992,892.687012,921.012024,924.672974,921.789001,895.026001,899.072998,886.617981,907.937988,831.533997,821.797974,818.411987,823.984009,804.833984
2017-02-12,999.18103,1004.450012,988.674011,994.382996,1063.069946,1061.349976,1038.150024,1027.339966,1042.900024,1029.910034,1011.799988,989.02301,970.403015,920.382019,919.495972,921.590027,919.75,917.585999,901.541992,892.687012,921.012024,924.672974,921.789001,895.026001,899.072998,886.617981,907.937988,831.533997,821.797974,818.411987,823.984009
2017-02-13,990.642029,999.18103,1004.450012,988.674011,994.382996,1063.069946,1061.349976,1038.150024,1027.339966,1042.900024,1029.910034,1011.799988,989.02301,970.403015,920.382019,919.495972,921.590027,919.75,917.585999,901.541992,892.687012,921.012024,924.672974,921.789001,895.026001,899.072998,886.617981,907.937988,831.533997,821.797974,818.411987
2017-02-14,1004.549988,990.642029,999.18103,1004.450012,988.674011,994.382996,1063.069946,1061.349976,1038.150024,1027.339966,1042.900024,1029.910034,1011.799988,989.02301,970.403015,920.382019,919.495972,921.590027,919.75,917.585999,901.541992,892.687012,921.012024,924.672974,921.789001,895.026001,899.072998,886.617981,907.937988,831.533997,821.797974
2017-02-15,1007.47998,1004.549988,990.642029,999.18103,1004.450012,988.674011,994.382996,1063.069946,1061.349976,1038.150024,1027.339966,1042.900024,1029.910034,1011.799988,989.02301,970.403015,920.382019,919.495972,921.590027,919.75,917.585999,901.541992,892.687012,921.012024,924.672974,921.789001,895.026001,899.072998,886.617981,907.937988,831.533997
2017-02-16,1027.439941,1007.47998,1004.549988,990.642029,999.18103,1004.450012,988.674011,994.382996,1063.069946,1061.349976,1038.150024,1027.339966,1042.900024,1029.910034,1011.799988,989.02301,970.403015,920.382019,919.495972,921.590027,919.75,917.585999,901.541992,892.687012,921.012024,924.672974,921.789001,895.026001,899.072998,886.617981,907.937988
2017-02-17,1046.209961,1027.439941,1007.47998,1004.549988,990.642029,999.18103,1004.450012,988.674011,994.382996,1063.069946,1061.349976,1038.150024,1027.339966,1042.900024,1029.910034,1011.799988,989.02301,970.403015,920.382019,919.495972,921.590027,919.75,917.585999,901.541992,892.687012,921.012024,924.672974,921.789001,895.026001,899.072998,886.617981
2017-02-18,1054.420044,1046.209961,1027.439941,1007.47998,1004.549988,990.642029,999.18103,1004.450012,988.674011,994.382996,1063.069946,1061.349976,1038.150024,1027.339966,1042.900024,1029.910034,1011.799988,989.02301,970.403015,920.382019,919.495972,921.590027,919.75,917.585999,901.541992,892.687012,921.012024,924.672974,921.789001,895.026001,899.072998
2017-02-19,1047.869995,1054.420044,1046.209961,1027.439941,1007.47998,1004.549988,990.642029,999.18103,1004.450012,988.674011,994.382996,1063.069946,1061.349976,1038.150024,1027.339966,1042.900024,1029.910034,1011.799988,989.02301,970.403015,920.382019,919.495972,921.590027,919.75,917.585999,901.541992,892.687012,921.012024,924.672974,921.789001,895.026001
2017-02-20,1079.97998,1047.869995,1054.420044,1046.209961,1027.439941,1007.47998,1004.549988,990.642029,999.18103,1004.450012,988.674011,994.382996,1063.069946,1061.349976,1038.150024,1027.339966,1042.900024,1029.910034,1011.799988,989.02301,970.403015,920.382019,919.495972,921.590027,919.75,917.585999,901.541992,892.687012,921.012024,924.672974,921.789001
2017-02-21,1115.300049,1079.97998,1047.869995,1054.420044,1046.209961,1027.439941,1007.47998,1004.549988,990.642029,999.18103,1004.450012,988.674011,994.382996,1063.069946,1061.349976,1038.150024,1027.339966,1042.900024,1029.910034,1011.799988,989.02301,970.403015,920.382019,919.495972,921.590027,919.75,917.585999,901.541992,892.687012,921.012024,924.672974
2017-02-22,1117.439941,1115.300049,1079.97998,1047.869995,1054.420044,1046.209961,1027.439941,1007.47998,1004.549988,990.642029,999.18103,1004.450012,988.674011,994.382996,1063.069946,1061.349976,1038.150024,1027.339966,1042.900024,1029.910034,1011.799988,989.02301,970.403015,920.382019,919.495972,921.590027,919.75,917.585999,901.541992,892.687012,921.012024
2017-02-23,1166.719971,1117.439941,1115.300049,1079.97998,1047.869995,1054.420044,1046.209961,1027.439941,1007.47998,1004.549988,990.642029,999.18103,1004.450012,988.674011,994.382996,1063.069946,1061.349976,1038.150024,1027.339966,1042.900024,1029.910034,1011.799988,989.02301,970.403015,920.382019,919.495972,921.590027,919.75,917.585999,901.541992,892.687012
2017-02-24,1173.680054,1166.719971,1117.439941,1115.300049,1079.97998,1047.869995,1054.420044,1046.209961,1027.439941,1007.47998,1004.549988,990.642029,999.18103,1004.450012,988.674011,994.382996,1063.069946,1061.349976,1038.150024,1027.339966,1042.900024,1029.910034,1011.799988,989.02301,970.403015,920.382019,919.495972,921.590027,919.75,917.585999,901.541992
2017-02-25,1143.839966,1173.680054,1166.719971,1117.439941,1115.300049,1079.97998,1047.869995,1054.420044,1046.209961,1027.439941,1007.47998,1004.549988,990.642029,999.18103,1004.450012,988.674011,994.382996,1063.069946,1061.349976,1038.150024,1027.339966,1042.900024,1029.910034,1011.799988,989.02301,970.403015,920.382019,919.495972,921.590027,919.75,917.585999
2017-02-26,1165.199951,1143.839966,1173.680054,1166.719971,1117.439941,1115.300049,1079.97998,1047.869995,1054.420044,1046.209961,1027.439941,1007.47998,1004.549988,990.642029,999.18103,1004.450012,988.674011,994.382996,1063.069946,1061.349976,1038.150024,1027.339966,1042.900024,1029.910034,1011.799988,989.02301,970.403015,920.382019,919.495972,921.590027,919.75
2017-02-27,1179.969971,1165.199951,1143.839966,1173.680054,1166.719971,1117.439941,1115.300049,1079.97998,1047.869995,1054.420044,1046.209961,1027.439941,1007.47998,1004.549988,990.642029,999.18103,1004.450012,988.674011,994.382996,1063.069946,1061.349976,1038.150024,1027.339966,1042.900024,1029.910034,1011.799988,989.02301,970.403015,920.382019,919.495972,921.590027
2017-02-28,1179.969971,1179.969971,1165.199951,1143.839966,1173.680054,1166.719971,1117.439941,1115.300049,1079.97998,1047.869995,1054.420044,1046.209961,1027.439941,1007.47998,1004.549988,990.642029,999.18103,1004.450012,988.674011,994.382996,1063.069946,1061.349976,1038.150024,1027.339966,1042.900024,1029.910034,1011.799988,989.02301,970.403015,920.382019,919.495972
2017-03-01,1222.5,1179.969971,1179.969971,1165.199951,1143.839966,1173.680054,1166.719971,1117.439941,1115.300049,1079.97998,1047.869995,1054.420044,1046.209961,1027.439941,1007.47998,1004.549988,990.642029,999.18103,1004.450012,988.674011,994.382996,1063.069946,1061.349976,1038.150024,1027.339966,1042.900024,1029.910034,1011.799988,989.02301,970.403015,920.382019
2017-03-02,1251.01001,1222.5,1179.969971,1179.969971,1165.199951,1143.839966,1173.680054,1166.719971,1117.439941,1115.300049,1079.97998,1047.869995,1054.420044,1046.209961,1027.439941,1007.47998,1004.549988,990.642029,999.18103,1004.450012,988.674011,994.382996,1063.069946,1061.349976,1038.150024,1027.339966,1042.900024,1029.910034,1011.799988,989.02301,970.403015
2017-03-03,1274.98999,1251.01001,1222.5,1179.969971,1179.969971,1165.199951,1143.839966,1173.680054,1166.719971,1117.439941,1115.300049,1079.97998,1047.869995,1054.420044,1046.209961,1027.439941,1007.47998,1004.549988,990.642029,999.18103,1004.450012,988.674011,994.382996,1063.069946,1061.349976,1038.150024,1027.339966,1042.900024,1029.910034,1011.799988,989.02301
2017-03-04,1255.150024,1274.98999,1251.01001,1222.5,1179.969971,1179.969971,1165.199951,1143.839966,1173.680054,1166.719971,1117.439941,1115.300049,1079.97998,1047.869995,1054.420044,1046.209961,1027.439941,1007.47998,1004.549988,990.642029,999.18103,1004.450012,988.674011,994.382996,1063.069946,1061.349976,1038.150024,1027.339966,1042.900024,1029.910034,1011.799988
2017-03-05,1267.119995,1255.150024,1274.98999,1251.01001,1222.5,1179.969971,1179.969971,1165.199951,1143.839966,1173.680054,1166.719971,1117.439941,1115.300049,1079.97998,1047.869995,1054.420044,1046.209961,1027.439941,1007.47998,1004.549988,990.642029,999.18103,1004.450012,988.674011,994.382996,1063.069946,1061.349976,1038.150024,1027.339966,1042.900024,1029.910034
2017-03-06,1272.829956,1267.119995,1255.150024,1274.98999,1251.01001,1222.5,1179.969971,1179.969971,1165.199951,1143.839966,1173.680054,1166.719971,1117.439941,1115.300049,1079.97998,1047.869995,1054.420044,1046.209961,1027.439941,1007.47998,1004.549988,990.642029,999.18103,1004.450012,988.674011,994.382996,1063.069946,1061.349976,1038.150024,1027.339966,1042.900024
2017-03-07,1223.540039,1272.829956,1267.119995,1255.150024,1274.98999,1251.01001,1222.5,1179.969971,1179.969971,1165.199951,1143.839966,1173.680054,1166.719971,1117.439941,1115.300049,1079.97998,1047.869995,1054.420044,1046.209961,1027.439941,1007.47998,1004.549988,990.642029,999.18103,1004.450012,988.674011,994.382996,1063.069946,1061.349976,1038.150024,1027.339966
2017-03-08,1150,1223.540039,1272.829956,1267.119995,1255.150024,1274.98999,1251.01001,1222.5,1179.969971,1179.969971,1165.199951,1143.839966,1173.680054,1166.719971,1117.439941,1115.300049,1079.97998,1047.869995,1054.420044,1046.209961,1027.439941,1007.47998,1004.549988,990.642029,999.18103,1004.450012,988.674011,994.382996,1063.069946,1061.349976,1038.150024
2017-03-09,1188.48999,1150,1223.540039,1272.829956,1267.119995,1255.150024,1274.98999,1251.01001,1222.5,1179.969971,1179.969971,1165.199951,1143.839966,1173.680054,1166.719971,1117.439941,1115.300049,1079.97998,1047.869995,1054.420044,1046.209961,1027.439941,1007.47998,1004.549988,990.642029,999.18103,1004.450012,988.674011,994.382996,1063.069946,1061.349976
2017-03-10,1116.719971,1188.48999,1150,1223.540039,1272.829956,1267.119995,1255.150024,1274.98999,1251.01001,1222.5,1179.969971,1179.969971,1165.199951,1143.839966,1173.680054,1166.719971,1117.439941,1115.300049,1079.97998,1047.869995,1054.420044,1046.209961,1027.439941,1007.47998,1004.549988,990.642029,999.18103,1004.450012,988.674011,994.382996,1063.069946
2017-03-11,1175.829956,1116.719971,1188.48999,1150,1223.540039,1272.829956,1267.119995,1255.150024,1274.98999,1251.01001,1222.5,1179.969971,1179.969971,1165.199951,1143.839966,1173.680054,1166.719971,1117.439941,1115.300049,1079.97998,1047.869995,1054.420044,1046.209961,1027.439941,1007.47998,1004.549988,990.642029,999.18103,1004.450012,988.674011,994.382996
2017-03-12,1221.380005,1175.829956,1116.719971,1188.48999,1150,1223.540039,1272.829956,1267.119995,1255.150024,1274.98999,1251.01001,1222.5,1179.969971,1179.969971,1165.199951,1143.839966,1173.680054,1166.719971,1117.439941,1115.300049,1079.97998,1047.869995,1054.420044,1046.209961,1027.439941,1007.47998,1004.549988,990.642029,999.18103,1004.450012,988.674011
2017-03-13,1231.920044,1221.380005,1175.829956,1116.719971,1188.48999,1150,1223.540039,1272.829956,1267.119995,1255.150024,1274.98999,1251.01001,1222.5,1179.969971,1179.969971,1165.199951,1143.839966,1173.680054,1166.719971,1117.439941,1115.300049,1079.97998,1047.869995,1054.420044,1046.209961,1027.439941,1007.47998,1004.549988,990.642029,999.18103,1004.450012
2017-03-14,1240,1231.920044,1221.380005,1175.829956,1116.719971,1188.48999,1150,1223.540039,1272.829956,1267.119995,1255.150024,1274.98999,1251.01001,1222.5,1179.969971,1179.969971,1165.199951,1143.839966,1173.680054,1166.719971,1117.439941,1115.300049,1079.97998,1047.869995,1054.420044,1046.209961,1027.439941,1007.47998,1004.549988,990.642029,999.18103
2017-03-15,1249.609985,1240,1231.920044,1221.380005,1175.829956,1116.719971,1188.48999,1150,1223.540039,1272.829956,1267.119995,1255.150024,1274.98999,1251.01001,1222.5,1179.969971,1179.969971,1165.199951,1143.839966,1173.680054,1166.719971,1117.439941,1115.300049,1079.97998,1047.869995,1054.420044,1046.209961,1027.439941,1007.47998,1004.549988,990.642029
2017-03-16,1187.810059,1249.609985,1240,1231.920044,1221.380005,1175.829956,1116.719971,1188.48999,1150,1223.540039,1272.829956,1267.119995,1255.150024,1274.98999,1251.01001,1222.5,1179.969971,1179.969971,1165.199951,1143.839966,1173.680054,1166.719971,1117.439941,1115.300049,1079.97998,1047.869995,1054.420044,1046.209961,1027.439941,1007.47998,1004.549988
2017-03-17,1100.22998,1187.810059,1249.609985,1240,1231.920044,1221.380005,1175.829956,1116.719971,1188.48999,1150,1223.540039,1272.829956,1267.119995,1255.150024,1274.98999,1251.01001,1222.5,1179.969971,1179.969971,1165.199951,1143.839966,1173.680054,1166.719971,1117.439941,1115.300049,1079.97998,1047.869995,1054.420044,1046.209961,1027.439941,1007.47998
2017-03-18,973.817993,1100.22998,1187.810059,1249.609985,1240,1231.920044,1221.380005,1175.829956,1116.719971,1188.48999,1150,1223.540039,1272.829956,1267.119995,1255.150024,1274.98999,1251.01001,1222.5,1179.969971,1179.969971,1165.199951,1143.839966,1173.680054,1166.719971,1117.439941,1115.300049,1079.97998,1047.869995,1054.420044,1046.209961,1027.439941
2017-03-19,1036.73999,973.817993,1100.22998,1187.810059,1249.609985,1240,1231.920044,1221.380005,1175.829956,1116.719971,1188.48999,1150,1223.540039,1272.829956,1267.119995,1255.150024,1274.98999,1251.01001,1222.5,1179.969971,1179.969971,1165.199951,1143.839966,1173.680054,1166.719971,1117.439941,1115.300049,1079.97998,1047.869995,1054.420044,1046.209961
2017-03-20,1054.22998,1036.73999,973.817993,1100.22998,1187.810059,1249.609985,1240,1231.920044,1221.380005,1175.829956,1116.719971,1188.48999,1150,1223.540039,1272.829956,1267.119995,1255.150024,1274.98999,1251.01001,1222.5,1179.969971,1179.969971,1165.199951,1143.839966,1173.680054,1166.719971,1117.439941,1115.300049,1079.97998,1047.869995,1054.420044
2017-03-21,1120.540039,1054.22998,1036.73999,973.817993,1100.22998,1187.810059,1249.609985,1240,1231.920044,1221.380005,1175.829956,1116.719971,1188.48999,1150,1223.540039,1272.829956,1267.119995,1255.150024,1274.98999,1251.01001,1222.5,1179.969971,1179.969971,1165.199951,1143.839966,1173.680054,1166.719971,1117.439941,1115.300049,1079.97998,1047.869995
2017-03-22,1049.140015,1120.540039,1054.22998,1036.73999,973.817993,1100.22998,1187.810059,1249.609985,1240,1231.920044,1221.380005,1175.829956,1116.719971,1188.48999,1150,1223.540039,1272.829956,1267.119995,1255.150024,1274.98999,1251.01001,1222.5,1179.969971,1179.969971,1165.199951,1143.839966,1173.680054,1166.719971,1117.439941,1115.300049,1079.97998
2017-03-23,1038.589966,1049.140015,1120.540039,1054.22998,1036.73999,973.817993,1100.22998,1187.810059,1249.609985,1240,1231.920044,1221.380005,1175.829956,1116.719971,1188.48999,1150,1223.540039,1272.829956,1267.119995,1255.150024,1274.98999,1251.01001,1222.5,1179.969971,1179.969971,1165.199951,1143.839966,1173.680054,1166.719971,1117.439941,1115.300049
2017-03-24,937.52002,1038.589966,1049.140015,1120.540039,1054.22998,1036.73999,973.817993,1100.22998,1187.810059,1249.609985,1240,1231.920044,1221.380005,1175.829956,1116.719971,1188.48999,1150,1223.540039,1272.829956,1267.119995,1255.150024,1274.98999,1251.01001,1222.5,1179.969971,1179.969971,1165.199951,1143.839966,1173.680054,1166.719971,1117.439941
2017-03-25,972.778992,937.52002,1038.589966,1049.140015,1120.540039,1054.22998,1036.73999,973.817993,1100.22998,1187.810059,1249.609985,1240,1231.920044,1221.380005,1175.829956,1116.719971,1188.48999,1150,1223.540039,1272.829956,1267.119995,1255.150024,1274.98999,1251.01001,1222.5,1179.969971,1179.969971,1165.199951,1143.839966,1173.680054,1166.719971
2017-03-26,966.724976,972.778992,937.52002,1038.589966,1049.140015,1120.540039,1054.22998,1036.73999,973.817993,1100.22998,1187.810059,1249.609985,1240,1231.920044,1221.380005,1175.829956,1116.719971,1188.48999,1150,1223.540039,1272.829956,1267.119995,1255.150024,1274.98999,1251.01001,1222.5,1179.969971,1179.969971,1165.199951,1143.839966,1173.680054
2017-03-27,1045.77002,966.724976,972.778992,937.52002,1038.589966,1049.140015,1120.540039,1054.22998,1036.73999,973.817993,1100.22998,1187.810059,1249.609985,1240,1231.920044,1221.380005,1175.829956,1116.719971,1188.48999,1150,1223.540039,1272.829956,1267.119995,1255.150024,1274.98999,1251.01001,1222.5,1179.969971,1179.969971,1165.199951,1143.839966
2017-03-28,1047.150024,1045.77002,966.724976,972.778992,937.52002,1038.589966,1049.140015,1120.540039,1054.22998,1036.73999,973.817993,1100.22998,1187.810059,1249.609985,1240,1231.920044,1221.380005,1175.829956,1116.719971,1188.48999,1150,1223.540039,1272.829956,1267.119995,1255.150024,1274.98999,1251.01001,1222.5,1179.969971,1179.969971,1165.199951
2017-03-29,1039.969971,1047.150024,1045.77002,966.724976,972.778992,937.52002,1038.589966,1049.140015,1120.540039,1054.22998,1036.73999,973.817993,1100.22998,1187.810059,1249.609985,1240,1231.920044,1221.380005,1175.829956,1116.719971,1188.48999,1150,1223.540039,1272.829956,1267.119995,1255.150024,1274.98999,1251.01001,1222.5,1179.969971,1179.969971
2017-03-30,1026.430054,1039.969971,1047.150024,1045.77002,966.724976,972.778992,937.52002,1038.589966,1049.140015,1120.540039,1054.22998,1036.73999,973.817993,1100.22998,1187.810059,1249.609985,1240,1231.920044,1221.380005,1175.829956,1116.719971,1188.48999,1150,1223.540039,1272.829956,1267.119995,1255.150024,1274.98999,1251.01001,1222.5,1179.969971
2017-03-31,1071.790039,1026.430054,1039.969971,1047.150024,1045.77002,966.724976,972.778992,937.52002,1038.589966,1049.140015,1120.540039,1054.22998,1036.73999,973.817993,1100.22998,1187.810059,1249.609985,1240,1231.920044,1221.380005,1175.829956,1116.719971,1188.48999,1150,1223.540039,1272.829956,1267.119995,1255.150024,1274.98999,1251.01001,1222.5
